chr	start	end	strand	itr_id	gene	product	protein_id
NC_000913.3	954872	956632	-	885	ycaP	ribosomal protein S12 methylthiotransferase accessory factor	ref|NP_415425.4|
NC_000913.3	956762	957454	+	886	serC	UPF0702 family putative inner membrane protein	ref|NP_415426.1|
NC_000913.3	957653	958741	+	887	aroA	3-phosphoserine/phosphohydroxythreonine aminotransferase	ref|NP_415427.1|
NC_000913.3	958812	960095	+	888	ycaL	5-enolpyruvylshikimate-3-phosphate synthetase	ref|NP_415428.1|
NC_000913.3	960264	961028	+	889	cmk	putative peptidase-related chaperone	ref|NP_415429.2|
NC_000913.3	961201	961884	+	890	rpsA	cytidylate kinase	ref|NP_415430.1|
NC_000913.3	961995	963668	+	891	ihfB	30S ribosomal subunit protein S1	ref|NP_415431.1|
NC_000913.3	963828	964112	+	892	ycaI	integration host factor (IHF), DNA-binding protein, beta subunit	ref|NP_415432.1|
NC_000913.3	964320	966584	+	893	msbA	ComEC family inner membrane protein	ref|NP_415433.4|
NC_000913.3	966621	968369	+	894	lpxK	lipid ABC transporter permease/ATPase	ref|NP_415434.1|
NC_000913.3	968366	969352	+	895	ycaQ	lipid A 4'kinase	ref|NP_415435.1|
NC_000913.3	969389	970621	+	896	ycaR	DUF1006 family protein with C-terminal wHTH domain	ref|NP_415436.1|
NC_000913.3	970673	970855	+	897	kdsB	peroxide and acid resistance protein, UPF0434 family	ref|NP_415437.1|
NC_000913.3	970852	971598	+	898	ycbJ	3-deoxy-manno-octulosonate cytidylyltransferase	ref|NP_415438.1|
NC_000913.3	971752	972645	+	899	elyC	protein kinase-like domain protein	ref|NP_415439.1|
NC_000913.3	972622	973401	-	900	smtA	envelope biogenesis factor; DUF218 superfamily protein	ref|NP_415440.1|
NC_000913.3	973537	974322	+	901	mukF	putative S-adenosyl-L-methionine-dependent methyltransferase	ref|NP_415441.1|
NC_000913.3	974319	975641	+	902	mukE	chromosome condensin MukBEF, kleisin-like subunit, binds calcium	ref|NP_415442.1|
NC_000913.3	975622	976326	+	903	mukB	chromosome condensin MukBEF, MukE localization factor	ref|NP_415443.2|
NC_000913.3	976326	980786	+	904	ldtD	chromosome condensin MukBEF, ATPase and DNA-binding subunit	ref|NP_415444.1|
NC_000913.3	981047	982894	+	905	ycbK	murein L,D-transpeptidase	ref|NP_415445.1|
NC_000913.3	983075	983623	+	906	ycbL	M15A protease-related family periplasmic protein	ref|NP_415446.1|
NC_000913.3	983650	984297	+	907	aspC	putative metal-binding enzyme	ref|NP_415447.1|
NC_000913.3	984519	985709	-	908	ompF	aspartate aminotransferase, PLP-dependent	ref|NP_415448.1|
NC_000913.3	985894	986982	-	909	asnS	outer membrane porin 1a (Ia;b;F)	ref|NP_415449.1|
NC_000913.3	987585	988985	-	910	pncB	asparaginyl tRNA synthetase	ref|NP_415450.1|
NC_000913.3	989154	990356	-	911	pepN	nicotinate phosphoribosyltransferase	ref|NP_415451.1|
NC_000913.3	990622	993234	+	912	ssuB	aminopeptidase N	ref|NP_415452.1|
NC_000913.3	993277	994044	-	913	ssuC	aliphatic sulfonate ABC transporter ATPase	ref|NP_415453.1|
NC_000913.3	994041	994832	-	914	ssuD	aliphatic sulfonate ABC transporter permease	ref|NP_415454.4|
NC_000913.3	994843	995988	-	915	ssuA	alkanesulfonate monooxygenase, FMNH(2)-dependent	ref|NP_415455.1|
NC_000913.3	995985	996944	-	916	ssuE	aliphatic sulfonate ABC transporter periplasmic binding protein	ref|NP_415456.4|
NC_000913.3	996937	997512	-	917	elfA	NAD(P)H-dependent FMN reductase	ref|NP_415457.1|
NC_000913.3	997868	998407	+	918	elfD	laminin-binding fimbrin subunit	ref|NP_415458.2|
NC_000913.3	998490	999191	+	919	elfC	putative periplasmic pilin chaperone	ref|NP_415459.1|
NC_000913.3	999216	1001816	+	920	elfG	putative outer membrane fimbrial subunit export usher protein	ref|NP_415460.1|
NC_000913.3	1001807	1002877	+	921	ycbU	putative fimbrial-like adhesin protein	ref|NP_415461.1|
NC_000913.3	1002889	1003431	+	922	ycbV	putative fimbriae protein	ref|NP_415462.1|
NC_000913.3	1003439	1003954	+	923	ycbF	putative fimbrial-like adhesin protein	ref|NP_415463.2|
NC_000913.3	1003947	1004657	+	924	pyrD	putative periplasmic pilin chaperone	ref|NP_415464.4|
NC_000913.3	1004768	1005778	+	925	zapC	dihydro-orotate oxidase, FMN-linked	ref|NP_415465.1|
NC_000913.3	1005952	1006494	+	926	ycbX	FtsZ stabilizer	ref|NP_415466.4|
NC_000913.3	1006491	1007600	-	927	rlmL	6-N-hydroxylaminopurine detoxification oxidoreductase	ref|NP_415467.1|
NC_000913.3	1007844	1009952	+	928	uup	23S rRNA m(2)G2445 and m(7)G2069 methyltransferases, SAM-dependent	ref|NP_415468.1|
NC_000913.3	1009964	1011871	+	929	pqiA	replication regulatory ABC-F family DNA-binding ATPase	ref|NP_415469.1|
NC_000913.3	1012001	1013254	+	930	pqiB	paraquat-inducible, SoxRS-regulated inner membrane protein	ref|NP_415470.1|
NC_000913.3	1013259	1014899	+	931	pqiC	paraquat-inducible, SoxRS-regulated MCE domain protein	ref|NP_415471.1|
NC_000913.3	1014896	1015459	+	932	rmf	DUF330 family putative lipoprotein	ref|NP_415472.2|
NC_000913.3	1015715	1015882	+	933	fabA	ribosome modulation factor	ref|NP_415473.1|
NC_000913.3	1015952	1016470	-	934	ycbZ	beta-hydroxydecanoyl thioester dehydrase	ref|NP_415474.1|
NC_000913.3	1016539	1018299	-	935	matP	putative peptidase	ref|NP_415475.1|
NC_000913.3	1018485	1018937	+	936	ompA	Ter macrodomain organizer matS-binding protein	ref|NP_415476.1|
NC_000913.3	1019013	1020053	-	937	sulA	outer membrane protein A (3a;II*;G;d)	ref|NP_415477.1|
NC_000913.3	1020410	1020919	-	938	sxy	SOS cell division inhibitor	ref|NP_415478.1|
NC_000913.3	1021138	1021767	+	939	yccS	CRP-S-dependent promoter expression factor	ref|NP_415479.1|
NC_000913.3	1021730	1023883	-	940	yccF	putative transporter, FUSC superfamily inner membrane protein	ref|NP_415480.2|
NC_000913.3	1023902	1024348	-	941	helD	DUF307 family inner membrane protein	ref|NP_415481.1|
NC_000913.3	1024471	1026525	+	942	mgsA	DNA helicase IV	ref|NP_415482.1|
NC_000913.3	1026557	1027015	-	943	yccT	methylglyoxal synthase	ref|NP_415483.2|
NC_000913.3	1027111	1027773	-	944	yccU	UPF0319 family protein	ref|NP_415484.1|
NC_000913.3	1027946	1028359	+	945	hspQ	putative CoA-binding protein	ref|NP_415485.4|
NC_000913.3	1028404	1028721	-	946	rlmI	heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein	ref|NP_415486.4|
NC_000913.3	1028779	1029969	-	947	yccX	23S rRNA m(5)C1962 methyltransferase, SAM-dependent	ref|NP_415487.4|
NC_000913.3	1030064	1030342	+	948	tusE	weak acylphosphatase	ref|NP_415488.1|
NC_000913.3	1030339	1030668	-	949	yccA	mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase	ref|NP_415489.4|
NC_000913.3	1030759	1031418	-	950	hyaA	tRNA-Ser	ref|NP_415490.1|
NC_000913.3	1032139	1033257	+	951	hyaB	hydrogenase 1, small subunit	ref|NP_415491.1|
NC_000913.3	1033254	1035047	+	952	hyaC	hydrogenase 1, large subunit	ref|NP_415492.1|
NC_000913.3	1035066	1035773	+	953	hyaD	hydrogenase 1, b-type cytochrome subunit	ref|NP_415493.1|
NC_000913.3	1035770	1036357	+	954	hyaE	hydrogenase 1 maturation protease	ref|NP_415494.1|
NC_000913.3	1036354	1036752	+	955	hyaF	putative HyaA chaperone	ref|NP_415495.1|
NC_000913.3	1036749	1037606	+	956	cbdA	hydrogenase-1 protein nickel incorporation factor	ref|NP_415496.1|
NC_000913.3	1037740	1039284	+	957	cbdB	cytochrome bd-II oxidase, subunit I	ref|NP_415497.1|
NC_000913.3	1039296	1040432	+	958	cbdX	cytochrome bd-II oxidase, subunit II	ref|NP_415498.1|
NC_000913.3	1040445	1040537	+	959	appA	putative cytochrome bd-II oxidase subunit	ref|YP_001165313.1|
NC_000913.3	1040617	1041915	+	960	etk	phosphoanhydride phosphorylase	ref|NP_415500.1|
NC_000913.3	1042030	1044210	-	961	etp	tyrosine-protein kinase, role in O-antigen capsule formation	ref|NP_415501.1|
NC_000913.3	1044230	1044676	-	962	gfcE	O-antigen capsule forming protein-tyrosine-phosphatase; Etk-P dephosphorylase	ref|NP_415502.4|
NC_000913.3	1044664	1045803	-	963	gfcD	putative O-antigen capsule outer membrane auxillary protein export channel	ref|NP_415503.1|
NC_000913.3	1045849	1047945	-	964	gfcC	putative O-antigen capsule production periplasmic protein	ref|NP_415504.1|
NC_000913.3	1047945	1048691	-	965	gfcB	putative O-antigen capsule production periplasmic protein	ref|NP_415505.1|
NC_000913.3	1048688	1049332	-	966	gfcA	O-antigen capsule production lipoprotein	ref|NP_415506.1|
NC_000913.3	1049439	1049744	-	967	insA	O-antigen capsule production threonine-rich inner membrane protein	ref|NP_415507.2|
NC_000913.3	1049833	1050108	+	968	insB1	IS1 repressor TnpA	ref|YP_588445.1|
NC_000913.3	1050027	1050530	+	969	cspH	IS1 transposase B	ref|NP_415508.1|
NC_000913.3	1050963	1051175	-	970	cspG	stress protein, member of the CspA-family	ref|NP_415509.1|
NC_000913.3	1051461	1051673	+	971	ymcE	cold shock protein homolog, cold-inducible	ref|NP_415510.1|
NC_000913.3	1051847	1052077	+	972	gnsA	cold shock gene	ref|NP_415511.1|
NC_000913.3	1052067	1052240	+	973	yccM	putative phosphatidylethanolamine synthesis regulator	ref|YP_588446.1|
NC_000913.3	1052289	1053362	-	974	torS	putative 4Fe-4S membrane protein	ref|NP_415512.1|
NC_000913.3	1053434	1056178	-	975	torT	hybrid sensory histidine kinase in two-component regulatory system with TorR	ref|NP_415513.2|
NC_000913.3	1056261	1057289	+	976	torR	periplasmic sensory protein associated with the TorRS two-component regulatory system	ref|NP_415514.1|
NC_000913.3	1057262	1057954	-	977	torC	response regulator in two-component regulatory system with TorS	ref|NP_415515.1|
NC_000913.3	1058084	1059256	+	978	torA	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit	ref|NP_415516.1|
NC_000913.3	1059256	1061802	+	979	torD	trimethylamine N-oxide (TMAO) reductase I, catalytic subunit	ref|NP_415517.1|
NC_000913.3	1061799	1062398	+	980	cbpM	TorA-maturation chaperone	ref|NP_415518.1|
NC_000913.3	1062550	1062855	-	981	cbpA	modulator of CbpA co-chaperone	ref|NP_415519.1|
NC_000913.3	1062855	1063775	-	982	yccE	DnaK co-chaperone; curved DNA-binding protein	ref|NP_415520.1|
NC_000913.3	1064036	1065292	+	983	agp	uncharacterized protein	ref|NP_415521.1|
NC_000913.3	1065585	1066826	+	984	yccJ	glucose-1-phosphatase/inositol phosphatase	ref|NP_415522.1|
NC_000913.3	1066864	1067091	-	985	wrbA	uncharacterized protein	ref|NP_415523.1|
NC_000913.3	1067112	1067708	-	986	ymdF	NAD(P)H:quinone oxidoreductase	ref|NP_415524.1|
NC_000913.3	1068081	1068254	+	987	rutG	KGG family protein	ref|NP_415525.2|
NC_000913.3	1068511	1069839	-	988	rutF	pyrimidine permease	ref|NP_415526.4|
NC_000913.3	1069860	1070354	-	989	rutE	flavin:NADH reductase	ref|NP_415527.4|
NC_000913.3	1070365	1070955	-	990	rutD	putative malonic semialdehyde reductase	ref|NP_415528.1|
NC_000913.3	1070965	1071765	-	991	rutC	putative reactive intermediate detoxifying aminoacrylate hydrolase	ref|NP_415529.1|
NC_000913.3	1071773	1072159	-	992	rutB	putative aminoacrylate deaminase, reactive intermediate detoxification; weak enamine/imine deaminase activity	ref|NP_415530.1|
NC_000913.3	1072171	1072863	-	993	rutA	ureidoacrylate amidohydrolase	ref|NP_415531.2|
NC_000913.3	1072863	1074011	-	994	rutR	pyrimidine oxygenase, FMN-dependent	ref|NP_415532.3|
NC_000913.3	1074242	1074880	+	995	putA	rut operon transcriptional repressor for	ref|NP_415533.1|
NC_000913.3	1074920	1078882	-	996	putP	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	ref|NP_415534.1|
NC_000913.3	1079305	1080813	+	997	efeU	proline:sodium symporter	ref|NP_415535.1|
NC_000913.3	1081356	1081460	+	998	efeO	NA	NA
NC_000913.3	1082243	1083370	+	999	efeB	inactive ferrous ion transporter EfeUOB	ref|NP_415537.1|
NC_000913.3	1083376	1084647	+	1000	phoH	deferrrochelatase, periplasmic	ref|NP_415538.1|
NC_000913.3	1084992	1086056	+	1001	pgaD	ATP-binding protein; putative PhoH family P-loop ATPase	ref|NP_415539.1|
NC_000913.3	1086106	1086519	-	1002	pgaC	biofilm PGA synthase PgaCD, regulatory subunit; c-di-GMP-stimulated activity and dimerization	ref|NP_415540.1|
NC_000913.3	1086521	1087846	-	1003	pgaB	biofilm PGA synthase PgaCD, catalytic subunit; poly-beta-1,6-N-acetyl-D-glucosamine synthase	ref|NP_415541.1|
NC_000913.3	1087839	1089857	-	1004	pgaA	poly-beta-1,6-N-acetyl-D-glucosamine (PGA) N-deacetylase outer membrane export lipoprotein	ref|NP_415542.1|
NC_000913.3	1089866	1092289	-	1005	ycdT	biofilm adhesin polysaccharide PGA secretin; OM porin; poly-beta-1,6-N-acetyl-D-glucosamine export protein	ref|NP_415543.1|
NC_000913.3	1092876	1094234	+	1006	insF1	diguanylate cyclase, membrane-anchored	ref|NP_415544.1|
NC_000913.3	1094275	1095141	-	1007	insE1	IS3 transposase B	ref|NP_415545.1|
NC_000913.3	1095138	1095437	-	1008	ymdE	IS3 transposase A	ref|NP_415546.2|
NC_000913.3	1095505	1095846	+	1009	ycdU	NA	NA
NC_000913.3	1095843	1096829	+	1010	ghrA	tRNA-Ser	ref|NP_415548.1|
NC_000913.3	1097886	1098824	+	1011	ycdX	glyoxylate/hydroxypyruvate reductase A	ref|NP_415551.2|
NC_000913.3	1098879	1099616	+	1012	ycdY	alkaline phosphatase	ref|NP_415552.1|
NC_000913.3	1099640	1100194	+	1013	ycdZ	redox enzyme maturation protein (REMP) chaperone for YcdX	ref|NP_415553.1|
NC_000913.3	1100296	1100787	+	1014	csgG	DUF1097 family inner membrane protein	ref|NP_415554.4|
NC_000913.3	1100851	1101684	-	1015	csgF	curli production assembly/transport outer membrane lipoprotein	ref|NP_415555.1|
NC_000913.3	1101711	1102127	-	1016	csgE	curli nucleation outer membrane protein	ref|NP_415556.1|
NC_000913.3	1102152	1102541	-	1017	csgD	curlin secretion specificity factor	ref|NP_415557.1|
NC_000913.3	1102546	1103196	-	1018	csgB	csgBAC operon transcriptional regulator	ref|NP_415558.1|
NC_000913.3	1103951	1104406	+	1019	csgA	curlin nucleator protein, minor subunit in curli complex	ref|NP_415559.1|
NC_000913.3	1104447	1104902	+	1020	csgC	curlin subunit, amyloid curli fibers, cryptic	ref|NP_415560.1|
NC_000913.3	1104961	1105293	+	1021	ymdA	curli assembly protein	ref|NP_415561.1|
NC_000913.3	1105414	1105725	+	1022	ymdB	uncharacterized protein	ref|NP_415562.1|
NC_000913.3	1105820	1106353	+	1023	clsC	O-acetyl-ADP-ribose deacetylase; RNase III inhibitor during cold shock; putative cardiolipin synthase C regulatory subunit	ref|NP_415563.1|
NC_000913.3	1106355	1107776	+	1024	opgC	stationary phase cardiolipin synthase 3	ref|NP_415564.2|
NC_000913.3	1107784	1108941	-	1025	opgG	OPG biosynthetic transmembrane succinyltransferase	ref|NP_415565.1|
NC_000913.3	1109335	1110870	+	1026	opgH	OPG biosynthetic periplasmic beta-1,6 branching glycosyltransferase	ref|NP_415566.1|
NC_000913.3	1110863	1113406	+	1027	yceK	OPG biosynthetic ACP-dependent transmembrane UDP-glucose beta-1,2 glycosyltransferase; nutrient-dependent cell size regulator, FtsZ assembly antagonist	ref|NP_415567.1|
NC_000913.3	1113579	1113806	+	1028	msyB	outer membrane integrity lipoprotein	ref|NP_415568.1|
NC_000913.3	1113807	1114181	-	1029	mdtG	multicopy suppressor of secY and secA	ref|NP_415569.4|
NC_000913.3	1114264	1115490	-	1030	lpxL	putative drug efflux system protein	ref|NP_415571.1|
NC_000913.3	1115662	1116582	-	1031	yceA	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	ref|NP_415572.1|
NC_000913.3	1116807	1117859	+	1032	yceI	putative rhodanese-related sulfurtransferase	ref|NP_415573.1|
NC_000913.3	1117901	1118476	-	1033	yceJ	periplasmic high pH-inducible lipid-binding protein	ref|NP_415574.1|
NC_000913.3	1118480	1119046	-	1034	yceO	putative cytochrome b561	ref|NP_415575.1|
NC_000913.3	1119307	1119447	-	1035	solA	uncharacterized protein	ref|NP_415576.1|
NC_000913.3	1119468	1120586	-	1036	bssS	N-methyltryptophan oxidase, FAD-binding	ref|NP_415577.1|
NC_000913.3	1120701	1120955	-	1037	dinI	biofilm regulator	ref|NP_415578.3|
NC_000913.3	1121242	1121487	-	1038	pyrC	DNA damage-inducible protein I	ref|NP_415579.1|
NC_000913.3	1121561	1122607	-	1039	yceB	dihydro-orotase	ref|NP_415580.1|
NC_000913.3	1122713	1123273	-	1040	grxB	lipoprotein, DUF1439 family	ref|NP_415581.1|
NC_000913.3	1123407	1124054	-	1041	mdtH	glutaredoxin 2 (Grx2)	ref|NP_415582.1|
NC_000913.3	1124118	1125326	-	1042	rimJ	multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin	ref|NP_415583.4|
NC_000913.3	1125562	1126146	+	1043	yceH	ribosomal-protein-S5-alanine N-acetyltransferase	ref|NP_415584.1|
NC_000913.3	1126157	1126804	+	1044	yceM	UPF0502 family protein	ref|NP_415585.1|
NC_000913.3	1126806	1127729	+	1045	murJ	putative oxidoreductase	ref|NP_415586.1|
NC_000913.3	1127839	1129374	+	1046	flgN	putative lipid II flippase	ref|NP_415587.1|
NC_000913.3	1129414	1129830	-	1047	flgM	export chaperone for FlgK and FlgL	ref|NP_415588.1|
NC_000913.3	1129835	1130128	-	1048	flgA	anti-sigma factor for FliA (sigma 28)	ref|NP_415589.1|
NC_000913.3	1130204	1130863	-	1049	flgB	assembly protein for flagellar basal-body periplasmic P ring	ref|NP_415590.1|
NC_000913.3	1131018	1131434	+	1050	flgC	flagellar component of cell-proximal portion of basal-body rod	ref|NP_415591.1|
NC_000913.3	1131438	1131842	+	1051	flgD	flagellar component of cell-proximal portion of basal-body rod	ref|NP_415592.1|
NC_000913.3	1131854	1132549	+	1052	flgE	flagellar hook assembly protein	ref|NP_415593.1|
NC_000913.3	1132574	1133782	+	1053	flgF	flagellar hook protein	ref|NP_415594.1|
NC_000913.3	1133802	1134557	+	1054	flgG	flagellar component of cell-proximal portion of basal-body rod	ref|NP_415595.1|
NC_000913.3	1134729	1135511	+	1055	flgH	flagellar component of cell-distal portion of basal-body rod	ref|NP_415596.1|
NC_000913.3	1135564	1136262	+	1056	flgI	flagellar protein of basal-body outer-membrane L ring	ref|NP_415597.1|
NC_000913.3	1136274	1137371	+	1057	flgJ	putative flagellar basal body protein	ref|NP_415598.3|
NC_000913.3	1137371	1138312	+	1058	flgK	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase	ref|NP_415599.1|
NC_000913.3	1138378	1140021	+	1059	flgL	flagellar hook-filament junction protein 1	ref|NP_415600.1|
NC_000913.3	1140033	1140986	+	1060	rne	flagellar hook-filament junction protein	ref|NP_415601.1|
NC_000913.3	1141182	1144367	-	1061	yceQ	endoribonuclease; RNA-binding protein;RNA degradosome binding protein	ref|NP_415602.1|
NC_000913.3	1144502	1144822	+	1062	rluC	uncharacterized protein	ref|NP_415603.2|
NC_000913.3	1144940	1145899	+	1063	yceF	23S rRNA pseudouridine(955,2504,2580) synthase	ref|NP_415604.1|
NC_000913.3	1146011	1146595	-	1064	yceD	novel Novel sRNA, function unknown	ref|NP_415605.2|
NC_000913.3	1146794	1147315	+	1065	rpmF	DUF177 family protein	ref|NP_415606.1|
NC_000913.3	1147367	1147540	+	1066	plsX	50S ribosomal subunit protein L32	ref|NP_415607.1|
NC_000913.3	1147621	1148691	+	1067	fabH	putative phosphate acyltransferase	ref|NP_415608.2|
NC_000913.3	1148759	1149712	+	1068	fabD	3-oxoacyl-[acyl-carrier-protein] synthase III	ref|NP_415609.1|
NC_000913.3	1149728	1150657	+	1069	fabG	malonyl-CoA-[acyl-carrier-protein] transacylase	ref|NP_415610.1|
NC_000913.3	1150670	1151404	+	1070	acpP	3-oxoacyl-[acyl-carrier-protein] reductase	ref|NP_415611.1|
NC_000913.3	1151615	1151851	+	1071	fabF	acyl carrier protein (ACP)	ref|NP_415612.1|
NC_000913.3	1151939	1153180	+	1072	pabC	3-oxoacyl-[acyl-carrier-protein] synthase II	ref|NP_415613.1|
NC_000913.3	1153300	1154109	+	1073	yceG	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	ref|NP_415614.1|
NC_000913.3	1154112	1155134	+	1074	tmk	septation protein, ampicillin sensitivity	ref|NP_415615.1|
NC_000913.3	1155124	1155765	+	1075	holB	thymidylate kinase	ref|NP_415616.1|
NC_000913.3	1155762	1156766	+	1076	ycfH	DNA polymerase III, delta prime subunit	ref|NP_415617.1|
NC_000913.3	1156777	1157574	+	1077	ptsG	putative DNase	ref|NP_415618.1|
NC_000913.3	1157869	1159302	+	1078	fhuE	fused glucose-specific PTS enzymes: IIB component/IIC component	ref|NP_415619.1|
NC_000913.3	1159362	1161551	-	1079	hinT	ferric-rhodotorulic acid outer membrane transporter	ref|NP_415620.1|
NC_000913.3	1161885	1162244	+	1080	ycfL	purine nucleoside phosphoramidase, dadA activator protein	ref|NP_415621.3|
